,adj_arg_ovl,adj_stem_ovl,arg_ovl,stem_ovl,adjacent_refs,anaphoric_refs,words_before_main_verb,add_neg_conn_ratio,add_pos_conn_ratio,and_ratio,cau_neg_conn_ratio,cau_pos_conn_ratio,conn_ratio,if_ratio,log_neg_conn_ratio,log_pos_conn_ratio,logic_operators,negation_ratio,tmp_neg_conn_ratio,tmp_pos_conn_ratio,mean_noun_phrase,ttr,cw_freq,min_cw_freq,adjective_ratio,adverbs,content_words,function_words,personal_pronouns,pronoun_ratio,verbs,adjectives_ambiguity,adverbs_ambiguity,hypernyms_verbs,nouns_ambiguity,verbs_ambiguity,paragraphs,sentences,sentences_per_paragraph,syllables_per_content_word,words,words_per_sentence,flesch
3033,1.5,3.5,4.0,5.0,0.0,0.0,4.0,0.0,0.04478,0.01493,0.0,0.04478,0.07463,0.0,0.0,0.0597,0.0597,0.02985,0.0,0.0,7.58333,0.67164,311529.12195,1591.3333300000002,0.04478,0.04478,0.6119399999999999,0.38806,0.0,0.04478,0.14925,2.0,1.66667,0.8,4.66667,8.25,1.0,3.0,3.0,2.43902,67.0,22.33333,59.49204
1032,1.4,1.6,1.0,1.4,0.4,0.4,1.33333,0.01149,0.01149,0.0,0.0,0.034480000000000004,0.05747000000000001,0.0,0.01149,0.04598,0.0,0.0,0.0,0.0,5.0,0.72414,344345.84314,609.3333299999999,0.04598,0.02299,0.58621,0.41379,0.01149,0.04598,0.18391,2.0,8.0,0.6875,4.96,9.08333,1.0,6.0,6.0,2.86275,87.0,14.5,46.44164
1617,2.33333,5.66667,2.16667,5.16667,1.0,1.0,5.25,0.0,0.016390000000000002,0.0082,0.0,0.016390000000000002,0.02459,0.0,0.0,0.016390000000000002,0.0082,0.0,0.0,0.0,5.1994,0.56217,326843.90667,1735.5,0.09016,0.0,0.61475,0.38525,0.01,0.057379999999999994,0.16393,2.0,0.0,0.26666999999999996,3.41026,9.4375,1.0,4.0,4.0,2.61333,122.0,30.5,44.51684
2874,5.75,8.5,3.3,5.2,0.0,0.0,1.4,0.0,0.03974,0.026489999999999996,0.0,0.03974,0.07285,0.0,0.0,0.03974,0.026489999999999996,0.0,0.0,0.00662,10.04444,0.53654,335950.71111,36592.2,0.06623,0.046360000000000005,0.5960300000000001,0.40397,0.0,0.03311,0.09272000000000001,3.44444,5.0,0.69231,2.79661,6.7,1.0,5.0,5.0,2.87778,151.0,30.2,32.734320000000004
2036,1.66667,4.0,1.16667,3.33333,0.0,0.0,0.5,0.0,0.016669999999999997,0.0,0.0,0.016669999999999997,0.05,0.0,0.0,0.03333,0.03333,0.0,0.016669999999999997,0.016669999999999997,4.91667,0.66667,107281.11429,1478.5,0.1,0.05,0.58333,0.41667,0.0,0.03333,0.16667,1.66667,0.5,1.0,3.5625,10.55556,1.0,4.0,4.0,2.4857099999999996,60.0,15.0,63.0
1286,2.66667,3.83333,1.9047599999999998,2.71429,0.0,0.0,1.71429,0.00565,0.02825,0.02825,0.0,0.0226,0.0565,0.0,0.0,0.01695,0.02825,0.0,0.0,0.0,6.718610000000001,0.61974,272041.08181999996,866.0,0.0678,0.0113,0.62147,0.37853000000000003,0.0007700000000000001,0.05085,0.15254,1.9090900000000002,2.5,0.5,1.49231,6.952380000000001,1.0,7.0,7.0,2.91818,177.0,25.28571,29.115759999999998
3138,2.5,4.5,2.66667,4.66667,0.0,0.0,1.33333,0.0,0.035710000000000006,0.0,0.0,0.07143,0.07143,0.0,0.0,0.053570000000000007,0.0,0.0,0.0,0.0,4.88889,0.64286,381519.75,0.0,0.17857,0.0,0.64286,0.35714,0.0,0.07143,0.16071,3.2,0.0,0.66667,3.4666699999999997,10.625,1.0,3.0,3.0,2.91667,56.0,18.66667,33.49548
1713,2.33333,4.66667,3.0,5.33333,1.66667,1.66667,1.0,0.0,0.030610000000000002,0.0,0.0,0.051019999999999996,0.061220000000000004,0.0,0.0,0.04082,0.0,0.0,0.0,0.0102,13.5,0.64286,217643.52631999998,5018.5,0.051019999999999996,0.02041,0.58163,0.41836999999999996,0.0102,0.061220000000000004,0.12245,0.0,3.0,0.9166700000000001,4.51351,9.5,1.0,4.0,4.0,2.61404,98.0,24.5,50.45117
2621,0.0,9.0,0.0,9.0,0.0,0.0,1.5,0.0,0.035289999999999995,0.035289999999999995,0.0,0.058820000000000004,0.09412000000000001,0.0,0.0,0.023530000000000002,0.035289999999999995,0.0,0.0,0.0,18.5,0.62353,136927.57142999998,0.0,0.07059,0.023530000000000002,0.5764699999999999,0.42353,0.0,0.058820000000000004,0.15294000000000002,1.2,1.0,0.81818,2.85185,6.33333,1.0,2.0,2.0,2.95918,85.0,42.5,16.591620000000002
2672,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.06522,0.02174,0.0,0.06522,0.08696,0.0,0.0,0.04348,0.02174,0.0,0.0,0.0,5.125,0.80435,325270.57143,0.0,0.06522,0.02174,0.6087,0.3913,0.0,0.02174,0.08696,3.0,4.0,0.0,3.21053,19.33333,1.0,1.0,1.0,2.71429,46.0,46.0,25.58848
1599,2.66667,3.0,1.83333,3.0,2.0,2.0,0.75,0.0,0.02667,0.0,0.0,0.053329999999999995,0.053329999999999995,0.0,0.0,0.02667,0.0,0.0,0.0,0.0,9.60417,0.73333,168319.31818,4112.75,0.06667000000000001,0.013330000000000002,0.58667,0.41333000000000003,0.013330000000000002,0.08,0.13333,1.75,5.0,0.66667,2.55556,9.25,1.0,4.0,4.0,2.45455,75.0,18.75,63.98775
1088,0.66667,1.0,0.5,1.16667,0.0,0.0,1.0,0.0,0.016669999999999997,0.0,0.0,0.03333,0.06667000000000001,0.0,0.0,0.05,0.05,0.0,0.0,0.0,4.5,0.76667,134226.71429,567.75,0.11667000000000001,0.0,0.58333,0.41667,0.0,0.05,0.13333,3.0,0.0,1.14286,5.57895,11.25,1.0,4.0,4.0,2.8571400000000002,60.0,15.0,44.67
3124,2.5,4.5,2.66667,4.66667,0.0,0.0,1.33333,0.0,0.035710000000000006,0.0,0.0,0.07143,0.07143,0.0,0.0,0.053570000000000007,0.0,0.0,0.0,0.0,4.44444,0.64286,381796.19444,1258.6666699999998,0.17857,0.0,0.64286,0.35714,0.0,0.07143,0.16071,1.77778,0.0,0.66667,3.4666699999999997,10.625,1.0,3.0,3.0,2.91667,56.0,18.66667,33.49548
2130,6.1,6.6,4.85455,5.3272699999999995,0.0,0.0,1.81818,0.0,0.008620000000000001,0.0,0.0,0.02586,0.0431,0.0,0.0,0.02586,0.02586,0.0,0.0,0.0,4.92424,0.52118,427923.2,139580.27273,0.08621000000000001,0.034480000000000004,0.68966,0.31034,0.0,0.02586,0.14655,2.6,4.5,0.5625,1.8125,8.25,1.0,11.0,11.0,2.8375,116.0,10.54545,41.94688
2966,0.33333,0.8333299999999999,0.52381,0.7619,0.0,0.0,1.2857100000000001,0.0,0.029410000000000002,0.01961,0.0,0.09804,0.11765,0.0,0.0,0.07843,0.03922,0.0098,0.0,0.0,6.02381,0.7,189493.16129000002,4175.28571,0.12745,0.0098,0.6078399999999999,0.39216,0.0,0.029410000000000002,0.08824,1.25,1.0,0.875,3.02632,9.57143,1.0,7.0,7.0,2.79032,102.0,14.57143,50.745
2625,1.66667,2.0,1.83333,2.66667,0.0,0.0,1.0,0.0,0.04348,0.02899,0.0,0.02899,0.05797000000000001,0.0,0.0,0.014490000000000001,0.02899,0.0,0.0,0.0,7.41667,0.66667,120560.425,546.25,0.07246,0.0,0.5797100000000001,0.42028999999999994,0.0,0.10145,0.10145,0.8,0.0,1.0,2.62963,6.57143,1.0,4.0,4.0,3.125,69.0,17.25,29.0219
1535,4.0,4.0,5.0,5.0,0.0,0.0,0.66667,0.0,0.02632,0.01316,0.0,0.052629999999999996,0.06579,0.0,0.0,0.02632,0.03947,0.0,0.0,0.0,12.16667,0.61842,236096.06383000003,0.0,0.14474,0.01316,0.61842,0.38158000000000003,0.0,0.02632,0.052629999999999996,2.54545,3.0,1.0,4.7037,8.33333,1.0,3.0,3.0,2.46809,76.0,25.33333,56.147980000000004
1298,1.75,2.75,1.7,2.4,0.0,0.0,1.4,0.006490000000000001,0.03247,0.03247,0.0,0.03247,0.07143,0.0,0.0,0.02597,0.03247,0.0,0.0,0.0,6.65833,0.52545,250121.56989,1494.6,0.07143,0.01299,0.6039,0.3961,0.0,0.03896,0.13635999999999998,5.1,2.5,0.66667,1.6491200000000001,6.4,1.0,5.0,5.0,2.96774,154.0,30.8,25.30027
1081,0.66667,0.66667,0.5,0.8333299999999999,0.0,0.0,1.0,0.0,0.017240000000000002,0.0,0.0,0.034480000000000004,0.06897,0.0,0.0,0.05172,0.05172,0.0,0.0,0.0,4.9833300000000005,0.75862,135254.26471,567.75,0.12069,0.0,0.58621,0.41379,0.0,0.05172,0.10345,3.0,0.0,1.0,5.38889,11.25,1.0,4.0,4.0,2.9117599999999997,58.0,14.5,41.579570000000004
2129,6.1,6.6,4.83636,5.2363599999999995,0.0,0.0,1.81818,0.0,0.0087,0.0,0.0,0.02609,0.04348,0.0,0.0,0.02609,0.02609,0.0,0.0,0.0,4.92424,0.51875,433496.46835,139318.72727,0.08696,0.03478,0.68696,0.31304,0.0,0.02609,0.13913,2.6,4.5,0.8,1.54167,7.16667,1.0,11.0,11.0,2.89873,115.0,10.45455,38.8619
1523,2.83333,3.0,3.04762,3.61905,0.0,0.0,1.14286,0.0087,0.01739,0.0087,0.0,0.02609,0.04348,0.0,0.0,0.02609,0.0087,0.0,0.0,0.0,7.0761899999999995,0.565,96127.35294,0.71429,0.06087000000000001,0.0,0.5913,0.4087,0.0,0.07826,0.14783,5.8,0.0,0.6470600000000001,2.26316,8.15385,1.0,7.0,7.0,2.47059,115.0,16.42857,60.01739
1709,1.66667,2.0,2.33333,3.0,0.0,0.0,0.5,0.0,0.04054,0.01351,0.0,0.04054,0.05405,0.0,0.0,0.027030000000000002,0.01351,0.0,0.0,0.0,11.45833,0.6621600000000001,126908.04878,536.0,0.06757,0.0,0.55405,0.44595,0.0,0.08108,0.09459,0.0,0.0,1.2857100000000001,4.66667,9.83333,1.0,4.0,4.0,2.7317099999999996,74.0,18.5,53.99804
1091,2.0,3.0,13.9,15.8,0.0,0.0,1.2,0.0,0.02655,0.0177,0.0,0.02655,0.07965,0.0177,0.0,0.0531,0.0531,0.0,0.0,0.00885,6.6,0.47,373071.08642,1520.6,0.0531,0.0177,0.7168100000000001,0.28319,0.0,0.04425,0.13274,2.5,1.0,0.8,2.5,3.91667,1.0,5.0,5.0,2.8271599999999997,113.0,22.6,24.503079999999997
1089,0.75,0.75,1.4,1.3,0.0,0.0,1.4,0.0,0.02632,0.01316,0.0,0.02632,0.06579,0.0,0.0,0.052629999999999996,0.06579,0.0,0.0,0.0,3.64,0.65789,82988.3,4664.2,0.07895,0.0,0.52632,0.47368000000000005,0.0,0.06579,0.11842000000000001,3.4,0.0,0.66667,5.04167,8.625,1.0,5.0,5.0,2.575,76.0,15.2,69.77279
2152,2.66667,4.33333,2.33333,4.33333,0.0,0.0,0.75,0.0,0.02817,0.0,0.0,0.07042000000000001,0.08451,0.0,0.0,0.02817,0.0,0.0,0.0,0.01408,4.75,0.64789,192931.84444000002,1707.75,0.01408,0.01408,0.6338,0.3662,0.0,0.02817,0.19718,2.0,0.0,0.63636,2.96552,6.46154,1.0,4.0,4.0,2.77778,71.0,17.75,48.51171
1607,2.25,3.75,4.7,6.8,0.25,3.0,2.0,0.0,0.03297,0.01099,0.0,0.02198,0.04396,0.01099,0.0,0.03297,0.02198,0.0,0.0,0.0,4.1,0.53846,460169.90909,1770.6,0.05495,0.03297,0.6044,0.3956,0.01099,0.05495,0.14286,3.4,0.0,0.30769,1.69697,11.727269999999999,1.0,5.0,5.0,2.72727,91.0,18.2,53.72464
1369,2.71429,2.8571400000000002,1.8214299999999999,2.1071400000000002,0.0,0.0,0.75,0.0,0.01587,0.0,0.0,0.023809999999999998,0.023809999999999998,0.0,0.0,0.023809999999999998,0.0,0.0,0.0,0.0,3.97292,0.5463,162846.68831,1037.375,0.0873,0.0,0.61111,0.38889,0.007409999999999999,0.03175,0.10317,3.8,0.0,0.9230799999999999,2.41667,9.25,1.0,8.0,8.0,2.93506,126.0,15.75,42.83446
1944,6.0,6.83333,6.857139999999999,7.714289999999999,0.0,0.0,1.0,0.0,0.032260000000000004,0.02419,0.0,0.016130000000000002,0.048389999999999996,0.0,0.0,0.00806,0.032260000000000004,0.0,0.0,0.00806,8.83333,0.618,256600.15115999998,1192.0,0.08871,0.00806,0.69355,0.30645,0.01,0.032260000000000004,0.12903,0.66667,0.0,0.8,1.32075,4.09091,1.0,7.0,7.0,2.9186,124.0,17.71429,30.953390000000002
2176,2.0,4.0,2.0,4.0,0.0,0.0,1.5,0.0,0.03333,0.0,0.0,0.03333,0.03333,0.0,0.0,0.03333,0.0,0.0,0.0,0.0,6.75,0.76667,150928.94737,1016.5,0.23333,0.0,0.6333300000000001,0.36667,0.0,0.06667000000000001,0.2,2.1428599999999998,0.0,1.4,4.83333,7.0,1.0,2.0,2.0,3.0526299999999997,30.0,15.0,27.75
1125,1.6,1.4,1.06667,1.2,0.0,0.0,1.5,0.0,0.01075,0.0,0.0,0.032260000000000004,0.04301,0.021509999999999998,0.0,0.032260000000000004,0.032260000000000004,0.01075,0.0,0.01075,8.52778,0.72043,224154.66666999998,2190.66667,0.12903,0.032260000000000004,0.70968,0.29031999999999997,0.0,0.07527,0.13978,0.6,2.5,1.45455,3.1,7.5,1.0,6.0,6.0,2.42424,93.0,15.5,61.173469999999995
1034,1.75,2.5,1.3,2.3,0.0,0.0,1.4,0.0,0.027030000000000002,0.01351,0.0,0.01351,0.04054,0.0,0.0,0.01351,0.01351,0.0,0.0,0.01351,5.35,0.6351399999999999,209926.75,51.2,0.027030000000000002,0.0,0.59459,0.40541,0.0,0.04054,0.21622,0.0,0.0,0.8125,2.54545,6.923080000000001,1.0,5.0,5.0,2.68182,74.0,14.8,57.75354
1361,2.1428599999999998,2.0,1.35714,1.75,0.0,0.0,0.375,0.0,0.03623,0.02174,0.0,0.06522,0.08696,0.0,0.0,0.05797000000000001,0.02174,0.0,0.0,0.0,3.55625,0.62179,202814.54667,792.25,0.03623,0.014490000000000001,0.54348,0.45652,0.02179,0.08696,0.14493,7.6,3.0,0.5,3.35897,9.33333,1.0,8.0,8.0,2.6266700000000003,138.0,17.25,62.12625
1989,8.0,9.2,17.33333,18.866670000000003,0.0,0.0,0.16667,0.0,0.027030000000000002,0.02027,0.0,0.02027,0.0473,0.0067599999999999995,0.0,0.01351,0.033780000000000004,0.0,0.0,0.0067599999999999995,7.05,0.55143,257127.41284,812.5,0.08784,0.0067599999999999995,0.73649,0.26350999999999997,0.00571,0.027030000000000002,0.14189000000000002,0.77778,0.0,1.16667,1.44262,4.57143,1.0,6.0,6.0,2.90826,148.0,24.66667,18.01455
2487,15.0,28.0,15.0,28.0,0.0,0.0,3.5,0.0,0.01047,0.00524,0.0,0.01047,0.026180000000000002,0.00524,0.0,0.02094,0.026180000000000002,0.0,0.0,0.01047,11.91964,0.4175,258257.32856999998,0.0,0.09424,0.01047,0.73298,0.26702,0.0,0.01571,0.13089,0.875,0.0,1.0,1.10753,4.28571,1.0,2.0,2.0,2.63571,191.0,95.5,-37.229440000000004
2181,2.0,4.0,2.0,4.0,0.0,0.0,1.5,0.0,0.03333,0.0,0.0,0.03333,0.03333,0.0,0.0,0.03333,0.0,0.0,0.0,0.0,5.41667,0.76667,92837.78947,1016.5,0.23333,0.0,0.6333300000000001,0.36667,0.0,0.06667000000000001,0.16667,2.42857,0.0,1.4,4.14286,9.33333,1.0,2.0,2.0,3.15789,30.0,15.0,22.11
2432,2.0,2.83333,1.61905,2.38095,0.0,0.0,0.71429,0.0,0.04167,0.02083,0.0,0.03125,0.0625,0.0,0.0,0.02083,0.02083,0.0,0.0,0.0,6.55952,0.66667,251526.87301999997,151.57143,0.125,0.0,0.65625,0.34375,0.0,0.052079999999999994,0.09375,1.6,0.0,1.11111,3.23077,7.5,1.0,7.0,7.0,2.7460299999999997,96.0,13.71429,47.20875
2182,3.0,4.0,3.0,4.0,0.0,0.0,0.5,0.0,0.03846,0.01923,0.0,0.01923,0.03846,0.0,0.0,0.01923,0.01923,0.0,0.0,0.0,6.6,0.67308,381444.8125,1016.5,0.09615,0.01923,0.61538,0.38461999999999996,0.0,0.03846,0.19230999999999998,2.6,1.0,0.9,4.2666699999999995,10.5,1.0,2.0,2.0,3.09375,52.0,26.0,22.333460000000002
2128,5.25,5.875,4.47222,5.55556,0.0,0.0,1.0,0.0,0.007690000000000001,0.0,0.0,0.02308,0.05385,0.0,0.0,0.03077,0.02308,0.0,0.0,0.015380000000000001,4.1277800000000004,0.5329,515035.91954,153763.44444000002,0.10769000000000001,0.03846,0.66923,0.33077,0.0,0.02308,0.14615,2.28571,3.5,0.6875,2.375,7.357139999999999,1.0,9.0,9.0,2.7816099999999997,130.0,14.44444,44.14927
1606,3.66667,4.0,5.5,7.16667,0.66667,4.33333,2.25,0.0,0.03896,0.01299,0.0,0.02597,0.05195,0.01299,0.0,0.03896,0.02597,0.0,0.0,0.0,3.75,0.54545,386763.43182,1312.75,0.01299,0.03896,0.57143,0.42857,0.01299,0.07792,0.15584,6.0,0.0,0.25,1.85185,11.0,1.0,4.0,4.0,2.75,77.0,19.25,56.80015
2967,1.5,1.4,1.29091,1.5272700000000001,0.0,0.0,0.72727,0.00575,0.034480000000000004,0.02299,0.0,0.034480000000000004,0.07471,0.01149,0.0,0.04023,0.04598,0.00575,0.0,0.00575,5.1645,0.66467,221320.42718000003,9956.45455,0.07471,0.04598,0.59195,0.40805,0.013330000000000002,0.0977,0.16667,3.4,2.33333,0.8846200000000001,3.3265300000000004,9.2,1.0,11.0,11.0,2.66019,174.0,15.818179999999998,57.745059999999995
3183,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.032260000000000004,0.032260000000000004,0.0,0.0,0.032260000000000004,0.0,0.0,0.0,0.032260000000000004,0.0,0.0,0.0,7.25,0.7419399999999999,83843.77777999999,127.0,0.12903,0.0,0.58065,0.41935,0.0,0.06452000000000001,0.16129000000000002,1.75,0.0,0.0,3.55556,10.33333,1.0,1.0,1.0,3.05556,31.0,31.0,26.337740000000004
1120,1.0,1.2,0.8,0.86667,0.0,0.0,1.33333,0.0,0.0099,0.0,0.0,0.0297,0.0396,0.0198,0.0,0.0297,0.0297,0.0099,0.0,0.0099,8.97222,0.78,152668.45333,3134.16667,0.14851,0.0297,0.74257,0.25743,0.0,0.0297,0.12871,1.0,2.5,1.45455,3.7714300000000005,7.1,1.0,6.0,6.0,2.77333,101.0,16.83333,33.23233
3069,6.857139999999999,7.0,3.3928599999999998,3.3571400000000002,0.14286,0.42857,1.125,0.0,0.00588,0.0,0.0,0.029410000000000002,0.029410000000000002,0.0,0.0,0.01176,0.00588,0.0,0.0,0.0,8.23958,0.47703999999999996,185573.32653,219.375,0.04118,0.00588,0.5764699999999999,0.42353,0.00366,0.07059,0.12941,1.5714299999999999,0.0,0.80952,4.35484,6.1,1.0,8.0,8.0,2.8367299999999998,170.0,21.25,46.62037
2438,1.6,1.8,1.4,1.5333299999999999,0.0,0.0,1.33333,0.0,0.04444,0.01111,0.0,0.04444,0.06667000000000001,0.0,0.0,0.04444,0.01111,0.0,0.0,0.0,7.0,0.5777800000000001,288582.92593,8935.66667,0.04444,0.02222,0.6,0.4,0.0,0.04444,0.12222000000000001,2.0,0.0,1.1,3.31034,5.5,1.0,6.0,6.0,2.94444,90.0,15.0,41.85
1981,2.0,2.16667,1.61905,1.66667,0.0,0.0,3.28571,0.0,0.032260000000000004,0.02419,0.0,0.032260000000000004,0.06452000000000001,0.0,0.0,0.016130000000000002,0.02419,0.0,0.0,0.00806,5.05,0.6628,296055.98666999995,6380.0,0.048389999999999996,0.048389999999999996,0.6048399999999999,0.39516,0.01,0.07257999999999999,0.16129000000000002,1.4,3.75,1.05263,3.6428599999999998,6.857139999999999,1.0,7.0,7.0,3.05333,124.0,17.71429,33.68242
1985,1.5,1.83333,0.7619,1.71429,0.0,0.0,2.42857,0.0,0.037739999999999996,0.0283,0.0,0.0283,0.07547000000000001,0.0,0.0,0.0283,0.0283,0.0,0.0,0.018869999999999998,3.8928599999999998,0.65571,164180.54545,90370.14286,0.06604,0.0283,0.62264,0.37736,0.01,0.0566,0.16981,0.8333299999999999,5.0,1.1764700000000001,3.94737,5.61538,1.0,7.0,7.0,3.2878800000000004,106.0,15.14286,18.77255
1364,4.25,4.75,3.2,3.9,0.5,0.5,0.8,0.0,0.037880000000000004,0.0303,0.0,0.053029999999999994,0.08333,0.0,0.0,0.0303,0.0303,0.0,0.0,0.0,9.52333,0.5836399999999999,369877.57895,16.6,0.04545,0.0,0.57576,0.42423999999999995,0.01939,0.060610000000000004,0.15909,2.25,0.0,0.4,2.375,9.0,1.0,5.0,5.0,2.35526,132.0,26.4,65.01626999999999
1533,3.0,3.0,4.0,4.0,0.0,0.0,0.66667,0.0,0.029410000000000002,0.014709999999999999,0.0,0.058820000000000004,0.07353,0.0,0.0,0.029410000000000002,0.014709999999999999,0.0,0.0,0.0,6.83333,0.63235,226392.0,0.0,0.11765,0.014709999999999999,0.6029399999999999,0.39705999999999997,0.0,0.029410000000000002,0.058820000000000004,2.0,3.0,1.0,5.47826,8.33333,1.0,3.0,3.0,2.6097599999999996,68.0,22.66667,51.65186
1400,4.0,4.0,2.86111,3.25,0.125,0.125,1.44444,0.0,0.005520000000000001,0.0,0.0,0.01105,0.02762,0.0,0.0,0.01105,0.01105,0.005520000000000001,0.005520000000000001,0.005520000000000001,6.34788,0.6067100000000001,228402.98131,533.0,0.038669999999999996,0.005520000000000001,0.59116,0.40884000000000004,0.00207,0.060770000000000005,0.12707000000000002,3.5714300000000003,1.0,1.04762,2.86301,6.647060000000001,1.0,9.0,9.0,2.48598,181.0,20.11111,64.83106
2216,2.0,4.0,2.0,4.0,0.0,0.0,1.5,0.0,0.03333,0.0,0.0,0.03333,0.03333,0.0,0.0,0.03333,0.0,0.0,0.0,0.0,7.0,0.76667,150928.94737,1016.5,0.23333,0.0,0.6333300000000001,0.36667,0.0,0.06667000000000001,0.2,2.1428599999999998,0.0,1.4,4.83333,7.0,1.0,2.0,2.0,3.0526299999999997,30.0,15.0,22.11
1522,1.375,2.0,1.22222,2.02778,0.25,0.625,1.11111,0.00813,0.024390000000000002,0.00813,0.0,0.01626,0.03252,0.0,0.0,0.01626,0.024390000000000002,0.00813,0.0,0.0,6.25926,0.59833,291634.18056,1223.44444,0.0813,0.01626,0.58537,0.41463,0.01,0.07317,0.11382,1.16667,3.0,1.2307700000000001,2.0434799999999997,7.2,1.0,9.0,9.0,2.43056,123.0,13.666670000000002,69.20236
1650,2.4,3.2,2.8,3.0,0.0,0.0,1.16667,0.0,0.00893,0.0,0.0,0.01786,0.01786,0.0,0.0,0.00893,0.01786,0.0,0.0,0.0,10.33333,0.63,154851.97015,1928.1666699999998,0.07143,0.00893,0.59821,0.40179000000000004,0.0,0.08929,0.11607,1.5,4.0,0.66667,2.02222,10.0,1.0,6.0,6.0,2.58209,112.0,18.66667,56.91155
1090,1.0,1.0,1.6,1.5,0.0,0.0,1.2,0.0,0.025,0.0125,0.0,0.025,0.0625,0.0,0.0,0.05,0.0625,0.0,0.0,0.0,4.63333,0.625,85068.85,4042.8,0.0625,0.0,0.5,0.5,0.0,0.075,0.1,3.4,0.0,1.0,5.423080000000001,9.28571,1.0,5.0,5.0,2.55,80.0,16.0,67.625
1719,2.5,2.0,3.0,2.66667,0.0,0.0,0.66667,0.0,0.04615,0.0,0.0,0.03077,0.04615,0.0,0.0,0.04615,0.0,0.0,0.0,0.0,6.6,0.7076899999999999,185665.38889,757.0,0.04615,0.03077,0.55385,0.44615,0.0,0.09231,0.13846,0.0,0.0,0.625,4.85714,16.625,1.0,3.0,3.0,2.63889,65.0,21.66667,52.437180000000005
2123,2.875,3.5,2.72222,3.7222199999999996,0.0,0.0,1.0,0.0,0.0084,0.0,0.0,0.02521,0.058820000000000004,0.0,0.0,0.03361,0.03361,0.0,0.0,0.01681,3.9240699999999995,0.5485,498894.2125,152806.77778,0.11765,0.04202,0.67227,0.32773,0.0,0.02521,0.15125999999999998,2.5,3.5,0.73333,2.71429,7.2666699999999995,1.0,9.0,9.0,2.6625,119.0,13.222220000000002,50.57411
2147,1.0,1.0,1.0,1.33333,0.0,0.0,5.0,0.0,0.04444,0.02222,0.0,0.04444,0.08889,0.0,0.0,0.04444,0.02222,0.0,0.0,0.02222,5.2333300000000005,0.84444,91271.75862000001,532.3333299999999,0.08889,0.04444,0.64444,0.35556,0.0,0.06667000000000001,0.17778,4.75,0.0,0.71429,3.45455,8.57143,1.0,3.0,3.0,2.65517,45.0,15.0,51.25
1653,1.0,1.5,0.90476,1.2381,0.0,0.0,1.0,0.0,0.0119,0.0,0.0,0.0119,0.0119,0.0,0.0,0.0119,0.0,0.0,0.0,0.0,5.57143,0.69048,194818.46154000002,1962.0,0.08333,0.0119,0.61905,0.38095,0.0,0.08333,0.16667,0.8,1.0,0.72727,2.40741,8.18182,1.0,7.0,7.0,3.19231,84.0,12.0,28.17643
1604,3.1428599999999998,5.0,1.6428599999999998,3.0,0.42857,1.0,1.0,0.0,0.05495,0.02198,0.0,0.02198,0.06592999999999999,0.0,0.0,0.02198,0.02198,0.0,0.0,0.01099,2.98125,0.5604399999999999,245823.36065999998,4628.625,0.01099,0.01099,0.67033,0.32966999999999996,0.01099,0.04396,0.24176,2.0,4.0,0.61111,2.62857,6.9,1.0,8.0,8.0,2.6393400000000002,91.0,11.375,52.28498
1087,0.66667,0.66667,0.5,0.8333299999999999,0.0,0.0,1.0,0.0,0.017240000000000002,0.0,0.0,0.034480000000000004,0.06897,0.0,0.0,0.05172,0.05172,0.0,0.0,0.0,4.9833300000000005,0.75862,136644.23529,567.75,0.12069,0.0,0.58621,0.41379,0.0,0.05172,0.13793,3.0,0.0,1.14286,5.38889,11.25,1.0,4.0,4.0,2.88235,58.0,14.5,43.03819
1995,6.6,7.6,12.6,13.866670000000001,0.0,0.0,0.16667,0.0,0.02667,0.02,0.0,0.02,0.046669999999999996,0.006670000000000001,0.0,0.013330000000000002,0.03333,0.0,0.0,0.006670000000000001,7.39722,0.58804,254797.69524,773.8333299999999,0.08,0.006670000000000001,0.7,0.3,0.00549,0.02667,0.12667,0.7,0.0,1.16667,1.4666700000000001,5.81818,1.0,6.0,6.0,2.8952400000000003,150.0,25.0,24.368000000000002
1834,0.8333299999999999,1.5,0.61905,1.19048,0.0,0.0,0.85714,0.0,0.03659,0.024390000000000002,0.0,0.0122,0.048780000000000004,0.0,0.0,0.024390000000000002,0.024390000000000002,0.0,0.0,0.0122,4.28571,0.71951,207580.48333,96789.42857,0.13415,0.0122,0.7317100000000001,0.26829000000000003,0.0,0.03659,0.17073,6.0,3.0,0.63636,2.73333,9.7,1.0,7.0,7.0,2.35,82.0,11.71429,64.64988000000001
1534,4.0,4.0,5.0,5.0,0.0,0.0,0.66667,0.0,0.02667,0.013330000000000002,0.0,0.053329999999999995,0.06667000000000001,0.0,0.0,0.02667,0.013330000000000002,0.0,0.0,0.0,12.0,0.58667,238718.21739,0.0,0.13333,0.013330000000000002,0.61333,0.38666999999999996,0.0,0.02667,0.053329999999999995,2.0,3.0,1.0,4.84615,8.33333,1.0,3.0,3.0,2.65217,75.0,25.0,46.364
